trial,mu,lambda1,lambda2,tol,max_num_iter,dice_slice
314,0.027273259890780634,1.0155665393235176,1.9975018332488164,0.0010387834141988462,45,0.1836087099244994
227,0.2229882468832889,1.032378525060802,1.2793278282835416,0.0009588605578725252,55,0.18350831146106736
278,0.03806229004516486,1.0335337374156366,1.98704263895384,0.0009517114734346155,42,0.18278867102396515
282,0.03902875764142436,1.010755730298418,1.8151516242642656,0.001146195211157879,42,0.18260964196321688
360,0.006310319618045582,0.977648003307293,1.7190417810881307,0.00359472088672316,51,0.18245079917364357
364,0.0011200825391985787,0.9911005538942778,1.6432041706136966,0.0018413195573970676,51,0.18158207986148686
280,0.03598470509352282,1.0193060808050503,1.8245513026373867,0.0009442718280542288,42,0.18142501892096444
174,0.05306941413567905,0.9985599332747898,1.5734254457425854,0.0015719802135146707,40,0.18105308588692273
243,0.15805757876524,1.1725040057871847,1.2821867367506892,0.0009118450419798782,54,0.1796766249063069
341,0.031094779340541404,0.9692238629084181,1.9988234423996634,0.007284337385070418,45,0.17891033159185415
270,0.03814785037569192,1.034366912623187,1.270214597058011,0.0009532993084742439,42,0.17803713527851459
175,0.06663041490211605,0.9709639024682489,1.6009911106256736,0.0006947622718386938,39,0.17750978525335873
273,0.029601052979406017,1.0217447333090681,1.2707257526051332,0.001007034475548099,42,0.17745346869712353
266,0.04302251212430944,1.1629237203911913,1.2807992367572498,0.0009729656720261676,43,0.17631606598718083
84,0.02376890642059981,1.068734313518548,1.4993464093681197,0.0008753547464285757,28,0.17613099611630104
178,0.05468551299216129,0.9666253857417458,1.5535523327802607,0.0006949631722560453,39,0.17611251049538204
4,0.007113640956452616,0.7777060334020587,1.2734281216180872,0.0015783477522589046,51,0.17594631435461885
265,0.15397713083460934,1.0193031741902858,1.6116140455640686,0.0009812831330020524,42,0.17537625418060201
176,0.06625241700518893,0.9817907767614078,1.5651335939221165,0.0015151566537406104,38,0.17530296698704556
177,0.0622631280351058,0.9698302995953747,1.5707067513488717,0.001538184102096061,38,0.17457344985434872
173,0.07057322349322936,0.960641682259334,1.5651596208540117,0.0006800162180169598,38,0.17437389587446742
180,0.05339892189385581,0.9635399021197428,1.5546585706406226,0.005642640730715183,38,0.17383196933595774
182,0.047610068964084484,0.9640595132892174,1.5515763326531051,0.005685603128548498,38,0.17331129931832265
172,0.10798212673230854,0.9833018863992375,1.566889544926823,0.0003525665296634649,38,0.17274037471690343
78,0.23236439063835035,1.1194608677396307,1.4958947846847725,0.0009753653158343194,49,0.17258047927594364
135,0.026601824847078515,1.0627937860352457,1.8907065416072282,0.0002142732750855653,26,0.17157464212678936
286,0.04174471760259836,0.8663699533576422,1.808437086080149,0.000941336330716095,42,0.17132938533796202
268,0.04057216993498189,0.9506256406764542,1.6317102989850483,0.0009842394225608585,27,0.1712070196918682
264,0.03742566880512109,1.1472097541233022,1.9940401029911765,0.0009821573523596883,21,0.17101508357113737
120,0.187469138657409,1.6464861090630596,1.9828187383741045,0.007727078040719814,25,0.1705852417302799
